id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14273827,Cozy Hilltop.Green view AKB Ueno Tokyo dome,87040650,Ayaka,Bunkyo Ku,35.71363,139.75907,Private room,4950,2,82,2019-05-18,2.4,1,116
14286047,One-Room Apartment with own Bathroom (A2),25865449,Seungkwan,Shinjuku Ku,35.69972,139.70487,Entire home/apt,9039,3,19,2019-04-07,0.54,19,323
14291188,★(super clean doubleroom)15min.taxi from HND.airpo,77254281,Polo,Ota Ku,35.5604,139.72592,Private room,3981,1,207,2019-04-08,5.99,8,55
14303699,Cozy & Comfortable Meguro Riverside Studio,63345781,Yu,Meguro Ku,35.63171,139.71021,Entire home/apt,17001,30,72,2019-04-10,2.07,18,65
14303893,"Cozy house near Sky tree, Asakusa, Akihabara! 101",1517461,Kenji,Sumida Ku,35.71322,139.8324,Private room,3981,30,48,2019-03-15,1.48,3,255
14306994,IKEBUKURO 2min cozy & stylish apt for Family +WIFI,6378336,Haru,Toshima Ku,35.73233,139.70507,Entire home/apt,14957,1,87,2019-05-06,2.52,8,61
14309865,It's only for woman. Breakfast for your health!!,72469849,Fuko,Sumida Ku,35.7374,139.82068,Shared room,1506,1,86,2019-02-18,2.54,2,93
14323937,Tokyo cozy room nr STA 5min train￫Shinjuku TV+WiFi,84415149,Gloria,Nakano Ku,35.71223,139.66786,Entire home/apt,13020,1,92,2019-05-18,2.64,2,128
14325120,202 Free wifi 3min walk Shinjuku 3cho-me Station,50085473,Go,Shinjuku Ku,35.6931,139.70894,Entire home/apt,3013,1,122,2019-05-21,3.66,4,79
14331187,For Longstay&Monthly~Private Room+Rooftop balcony~,52069615,Shohei,Itabashi Ku,35.77928,139.6378,Private room,2044,29,9,2019-05-14,0.39,2,168
14335607,13MINS SHINJUKU/2BRs/2 toilets/MAX17ppl/FREE WIFI,66919579,Amelie,Shinjuku Ku,35.71792,139.6942,Entire home/apt,10007,30,36,2019-05-24,1.04,4,145
14344338,SOLA HOTEL蒼空ﾎﾃﾙ #501 newly remodeled,12753688,Reina,Sumida Ku,35.70795,139.81752,Entire home/apt,54984,1,74,2019-06-09,2.16,7,315
14376270,『RAN Square』Sunshine60 Ikebukuro station Wi-Fi,85218550,Yumeya,Toshima Ku,35.73931,139.71768,Entire home/apt,5272,1,189,2019-06-08,5.41,2,10
14383852,"(超级干净带锁标准大间)车站5分钟,直达羽田机场7分钟;快车直达新干线品川站6分钟;直达浅草30分钟",77254281,Polo,Ota Ku,35.55916,139.72797,Private room,3981,1,49,2019-04-18,1.45,8,49
14389952,"Shinjuku, Shibuya 15 min!  2-min walk to station",88392380,Yasushi,Suginami Ku,35.67173,139.61449,Private room,5488,1,91,2019-06-27,2.69,6,334
14405689,Very quiet Japanese style Tatami rooms.,72420229,Yasuko,Koganei Shi,35.69482,139.52711,Entire home/apt,10007,5,62,2019-06-05,1.83,1,130
14406313,2min to Akihabara (ASB1),88584339,Ryuichi,Taito Ku,35.70035,139.7855,Entire home/apt,23995,2,37,2019-06-23,1.14,1,43
14406753,"More than 2,500 Comics Room!!",82209081,Slowcurve,Ota Ku,35.5984,139.68399,Private room,8608,2,34,2019-04-15,1.11,1,115
14411013,SHIBUYA STUDIO ROOM  7min walk to Shibuya&Harajuku,32081606,Toshihiko,Shibuya Ku,35.66459,139.70082,Entire home/apt,10760,30,56,2019-05-01,1.66,1,237
14411974,"Shinjuku, Shibuya 15 min!  2-min walk to station.",88392380,Yasushi,Suginami Ku,35.67089,139.61584,Private room,5488,1,146,2019-06-11,4.2,6,197
14414031,SOLA HOTEL蒼空ﾎﾃﾙ#301 new open 30%off,12753688,Reina,Sumida Ku,35.70703,139.81579,Private room,40028,2,123,2019-06-20,3.52,7,102
14414696,new open MAY30%off!SOLA HOTEL#201,12753688,Reina,Sumida Ku,35.70811,139.81594,Private room,40028,2,146,2019-06-14,4.26,7,150
14431640,Massive House. Hidden Gem in the Heart of Shibuya!,77440587,Yoshida,Shibuya Ku,35.66249,139.69562,Entire home/apt,749980,3,100,2019-06-23,2.94,2,113
14506484,"Central Tokyo, Shibuya, 1 month plus 40% off",67281081,Tanaka,Shibuya Ku,35.65573,139.71538,Private room,4842,1,45,2019-01-23,1.29,2,0
14523283,"7km from Haneda Airport,one bedroom(101)",89759853,Kuninaka,Ota Ku,35.5831,139.72659,Private room,6994,1,164,2019-05-17,5.96,3,358
14526337,Beautifully Designed Home. in Omotesando,88053991,Tarou,Shibuya Ku,35.66842,139.71082,Entire home/apt,99962,2,112,2019-06-12,3.29,1,81
14540030,2. Shibuya Sta. 5min WALK! Shinjuku 7min! mWiFi!,45524204,Tokko,Shibuya Ku,35.65866,139.6998,Entire home/apt,12051,2,167,2019-06-21,4.85,1,3
14544488,R3~Spacious Quiet Room near IKEBUKURO/Shinjuku,39671760,Serina,Itabashi Ku,35.75864,139.70341,Private room,4627,1,51,2019-06-08,1.49,3,32
14557489,"亲子家庭式民宿in池袋,地铁车站2分钟,直达新宿,银座,涉谷原宿,横浜中华街｡近超市24h便利店",90024808,Eiko,Toshima Ku,35.73454,139.70044,Entire home/apt,7532,1,13,2018-12-30,0.55,2,97
14558348,new open 30%off!SOLA HOTEL#201 Newly remodeled,12753688,Reina,Sumida Ku,35.70772,139.81542,Entire home/apt,27976,2,143,2019-06-15,4.17,7,167
14568838,★5min★ Quiet Comfortable Studio in Shinjuku ! 4ppl,52047464,Hiro&Partners,Shibuya Ku,35.67308,139.66833,Entire home/apt,6456,1,93,2019-01-26,2.69,3,0
14577657,Japanize Guest House in Bakurocho,90341948,Yasuhide,Chuo Ku,35.69227,139.78226,Shared room,2044,1,15,2018-10-21,0.45,5,364
14577736,2 Bedroom apt IidabashiSTA Easy TV&Home Internet,67293077,Kimie,Shinjuku Ku,35.70585,139.74206,Entire home/apt,17969,1,74,2019-06-22,2.16,8,137
14578624,"60平方米以上宽敞民宿in池袋,地铁车站2分钟直达新宿,银座,涉谷,明治神宫,楼下24h便利店,超市",90024808,Eiko,Toshima Ku,35.73395,139.69942,Entire home/apt,11836,1,99,2019-06-11,2.93,2,98
14593790,Ebisu Hiroo 3BR 75sq mtr/805sq ft Entire House,59706303,Roo,Shibuya Ku,35.64776,139.71793,Entire home/apt,29052,2,71,2019-06-17,2.12,2,151
14595499,Best access Shinjuku Shibuya beside YoyogiPark,51486554,Yuki & Yu,Shibuya Ku,35.67729,139.68658,Entire home/apt,19476,1,131,2019-06-18,3.8,9,274
14596876,A real HOUSE(not apt)just 10 min from SHINJUKU!!,37107616,Dean&Noriko,Toshima Ku,35.72795,139.6949,Entire home/apt,10007,4,89,2019-05-24,2.58,2,23
14602202,"""""M's House 02"""" PS4/AppleTV/Netflix",63424180,Mikoto,Ota Ku,35.55554,139.71673,Entire home/apt,10007,2,13,2019-03-11,0.77,2,72
14616975,"4mins to Shibuya, 2 bedrooms, Pocket Wi-Fi!!",58103809,Yong,Setagaya Ku,35.65817,139.66821,Entire home/apt,20982,2,142,2019-06-22,4.16,6,106
14618565,Nishi-Ogikubo 1BR Type-A1 (SSH-A1) 4F,18776800,LiveinAsia,Suginami Ku,35.70467,139.59857,Entire home/apt,13020,3,10,2019-05-19,0.92,18,162
14640055,SALE40%OFF!Asakusa/Akihabara  MAX16!FREEWifi#AS132,85942809,Aki,Taito Ku,35.69769,139.78817,Entire home/apt,20014,1,130,2019-06-21,3.81,1,103
14672556,Amazing House. Hidden Gem in the Heart of Shibuya!,77440587,Yoshida,Shibuya Ku,35.66312,139.69479,Entire home/apt,299992,2,104,2019-05-29,3.04,2,124
14677038,侍SamuraiCozyBigGameHouse 3min 8ppl,16802682,Masaki,Toshima Ku,35.73317,139.72907,Entire home/apt,12051,1,54,2019-05-31,1.64,3,7
14696739,11min Haneda-airport! Cozy room For Group & Family,60140616,Liang,Ota Ku,35.5713,139.72789,Entire home/apt,17969,2,74,2019-06-22,2.71,3,134
14699913,Rare Single 3 Flrs House 5Mins From Shinjuku St.,50656221,Mori,Shinjuku Ku,35.70176,139.7047,Entire home/apt,17109,2,96,2019-06-07,2.98,2,289
14700936,Nishi-Ogikubo 1BR Type-A2 (SSH-A2) 6F,18776800,LiveinAsia,Suginami Ku,35.70377,139.5983,Entire home/apt,13020,3,18,2019-06-14,0.6,18,207
14701831,Nishi-Ogikubo 1BR Type-B1 (SSH-B1) 6F,18776800,LiveinAsia,Suginami Ku,35.70434,139.59674,Entire home/apt,13020,3,22,2019-06-18,1.1,18,180
14715333,Nishi-Ogikubo 1BR Type-B2 (SSH-B2) 7F,18776800,LiveinAsia,Suginami Ku,35.70438,139.59672,Entire home/apt,13020,3,19,2019-05-20,1.06,18,120
14733395,"Koala Guest House, Opened July 20, 2016!",84807307,Kazushi,Itabashi Ku,35.75021,139.70774,Private room,2475,1,96,2019-06-10,3.01,2,162
14749196,"Max10/New!Large House/Easy to Airport,Asakusa/WIFI",6378336,Haru,Katsushika Ku,35.74002,139.84513,Entire home/apt,17969,1,76,2019-05-04,2.57,8,161
14749266,Opening sale! Ikebukuro/Japan style/Free wifi/max8,58261300,Wen,Toshima Ku,35.73906,139.72032,Entire home/apt,16033,2,91,2019-05-20,2.75,1,129
14750375,001-407 Oshiage/ 4min to Oshiage station!!,49146494,Shino,Sumida Ku,35.70761,139.81754,Entire home/apt,6456,3,98,2019-06-08,2.9,15,167
14766523,"(A401) Corner Room, 3 Min Walk from Station",57212118,Axas Stay & Hotels,Ota Ku,35.59785,139.68469,Entire home/apt,9039,2,53,2019-06-09,1.75,28,201
14766868,"(A501) Feel at Home, 3 Min Walk from Station",57212118,Axas Stay & Hotels,Ota Ku,35.59832,139.68632,Entire home/apt,7962,2,73,2019-06-09,2.27,28,165
14767170,"(A502) Feel at Home, 3 Min Walk from Station",57212118,Axas Stay & Hotels,Ota Ku,35.59788,139.68537,Entire home/apt,7962,2,40,2019-06-21,1.41,28,193
14767432,Shinjuku/ 2 min walk from station★incl projector,36898142,Ichimaru,Shinjuku Ku,35.69565,139.70553,Entire home/apt,4196,1,119,2019-06-22,3.84,9,111
14767582,160㎡★Grand Piano♪ nr JR Shinjuku stn./Studio House,36898142,Ichimaru,Shinjuku Ku,35.70029,139.70291,Entire home/apt,17969,1,125,2019-06-24,3.99,9,187
14778588,401/Japanese Style room / 3min to Asakusa st.,57699141,Qiu,Taito Ku,35.70741,139.79464,Entire home/apt,12051,1,73,2019-06-14,2.16,23,186
14788150,A Private room A is 6 Mins from Shibuya,82969299,慶太郎,Meguro Ku,35.638,139.69396,Private room,4089,1,129,2019-06-26,3.81,3,148
14790144,Shinjuku! Free Wi-Fi + Good Location + Clean Room!,92365191,Nj,Shinjuku Ku,35.69915,139.70602,Entire home/apt,8716,1,145,2019-06-11,4.28,1,102
14795446,New Folk Guest House (Mt. FUJI),92410243,Kenichi,Bunkyo Ku,35.70577,139.75659,Private room,4950,1,123,2019-05-29,3.85,4,233
14796277,New Folk Guest House (KIMONO),92410243,Kenichi,Bunkyo Ku,35.70594,139.757,Private room,6026,1,107,2019-05-30,3.28,4,212
14797464,calm room-D Shinjuku.3min train,24026566,Kazu,Nakano Ku,35.69073,139.67822,Private room,3874,1,102,2019-06-05,3.01,3,97
14810924,"It is super convenient with Ikebukuro (Ikebukuro) one station away, Shinjuku two stations away, and Shibuya (Shibuya) 3 stations away via non-stop route.",70466991,福島,Toshima Ku,35.74099,139.721,Private room,3013,3,58,2019-05-13,1.71,5,0
14833671,"Shinjuku, 3-min walk from metro. Portable wifi",88025652,Angela,Shinjuku Ku,35.69809,139.70665,Entire home/apt,9899,2,34,2019-05-30,1.82,1,13
14836142,"浅草､Skytree,秋叶原商圈｡別荘出租､4室3浴3卫生间",78391541,鈴蘭,Adachi Ku,35.75045,139.81064,Entire home/apt,18830,2,75,2019-03-27,2.31,9,127
14836177,Tokyo sta/Imperial Palace/Ginza/Akihabara/#301,41516927,Yoshihito,Chuo Ku,35.68827,139.77743,Entire home/apt,6456,1,79,2019-06-08,2.34,16,203
14843085,1stop to Shinjuku by train!HatsudaiComfy room!,51486554,Yuki & Yu,Shibuya Ku,35.6789,139.68488,Entire home/apt,15495,1,83,2019-05-06,2.44,9,288
14844911,"Special sale $19~!!Akihabara,Skytree.Solomon-Room1",92575557,Ken,Koto Ku,35.68933,139.83361,Private room,6026,2,134,2019-06-25,3.97,3,146
14845170,Shinjuku and Shibuya Parksidearea.,51486554,Yuki & Yu,Shibuya Ku,35.67815,139.68642,Entire home/apt,16033,1,93,2019-05-26,2.72,9,282
14860571,"SAB near GINZA,TUKIJI,24H Super,and Owl cafe,",93072058,Yoko,Chuo Ku,35.66204,139.78131,Entire home/apt,5703,1,189,2019-06-24,5.69,4,2
14860686,11min Haneda-airport!Cozy room for group & family,60140616,Liang,Ota Ku,35.57036,139.72673,Entire home/apt,19799,2,70,2019-06-22,2.67,3,120
14868341,【perfect location】best choice in Ikebukuro!,56566876,Lai,Toshima Ku,35.72929,139.71716,Entire home/apt,5165,2,113,2019-06-16,3.32,6,62
14873609,Convenient cozy fun space in Tokyo.Room102,93216991,Tokyo Candlehouse,Shinjuku Ku,35.68991,139.73079,Private room,4950,1,94,2019-06-16,2.84,7,158
14875568,☆Luxury New House/6 min to Shibuya☆,24354062,Fumi,Setagaya Ku,35.63314,139.66264,Entire home/apt,31958,3,142,2019-06-16,4.28,1,122
14876818,[New!]4 mins walk to Shibuya sta/Calm/6pax/Wifi,90552305,Mika,Shibuya Ku,35.6567,139.70157,Entire home/apt,20014,1,149,2019-06-17,4.38,1,131
14877581,4 min to Shinjuku: Twin Room in Tokyo 101,1174369,Naoki,Nakano Ku,35.70035,139.66443,Entire home/apt,10007,2,116,2019-06-24,3.48,1,81
14891795,The real cool house in the Heart of Tokyo.Room101,93216991,Tokyo Candlehouse,Shinjuku Ku,35.69139,139.73158,Private room,6026,1,105,2019-06-06,3.17,7,150
14903012,A comfortable room in the local life.Room203,93216991,Tokyo Candlehouse,Shinjuku Ku,35.68947,139.73123,Private room,4950,1,96,2019-06-25,2.9,7,166
14903149,Beautiful&Sunny room in the Heart of Tokyo.No204,93216991,Tokyo Candlehouse,Shinjuku Ku,35.68979,139.7308,Private room,7532,1,110,2019-06-09,3.31,7,131
14903747,Enjoy Local life in the best Tokyo. Loft Room206.,93216991,Tokyo Candlehouse,Shinjuku Ku,35.6917,139.73241,Private room,5380,1,100,2019-05-31,2.96,7,140
14919325,"Easy access to Shinjuku, Shibuya/New&clean",14524257,Tokyo Explorer,Toshima Ku,35.71752,139.71675,Entire home/apt,27869,2,97,2019-06-19,2.92,2,71
14924383,Japanese style tatami room with loft bed. Room205,93216991,Tokyo Candlehouse,Shinjuku Ku,35.69132,139.73126,Private room,6994,1,110,2019-06-13,3.28,7,130
14940652,★8min to Shinjuku★Comfy Parkside Apt.!,93981980,Takumi,Toshima Ku,35.73282,139.73151,Entire home/apt,17969,2,90,2019-06-18,2.64,8,151
14953456,!RENEWAL SALE! Spacious tatami room@Ueno/Asakusa,34417335,Ryu & Iku,Taito Ku,35.72385,139.77607,Private room,15064,2,77,2019-06-12,2.43,3,23
14953566,Very Convenient Place!/5mins from Shibuya Cross,94124337,Lisa,Shibuya Ku,35.65967,139.69515,Entire home/apt,9039,3,106,2019-06-17,3.42,1,133
14960310,Cozy room at Gotanda 6min / Shibuya 7min! freewifi,90866302,Shinichi,Shinagawa Ku,35.62411,139.72819,Entire home/apt,10975,2,93,2019-06-14,2.76,1,125
14968173,"ShibamataTaishaku,Tora-san,dumpling!/Wi-Fi,MAX4",94267174,Yuka,Katsushika Ku,35.76151,139.87268,Entire home/apt,7962,1,64,2019-06-10,1.92,1,179
14968287,"Central Tokyo, Shibuya, 1 month plus 40% off",67281081,Tanaka,Shibuya Ku,35.65589,139.71551,Private room,4842,2,35,2019-01-21,1.08,2,0
14971432,"Special sale $19~!!Akihabara,Skytree.Solomon-Room0",92575557,Ken,Koto Ku,35.68972,139.83314,Private room,6026,2,107,2019-06-22,3.24,3,154
14977457,"New Open馨屋301
高级住宅区里的人气馨屋新开张!六分钟到车站,机场直达",84840927,佳美yosimi,Edogawa Ku,35.72987,139.88385,Private room,7962,1,3,2019-05-03,0.5,3,3
14984082,Lovely tatami house in Shinjuku.,34016288,Mitomi House,Shinjuku Ku,35.68968,139.68784,Entire home/apt,14957,2,153,2019-06-24,4.53,5,139
14984179,"★Luxury Space 5min train to Shinjuku★7ppl,freeWiFi",52047464,Hiro&Partners,Shibuya Ku,35.67318,139.6658,Entire home/apt,12267,1,73,2019-01-28,2.28,3,0
15002461,Asakusabashi House,54170559,Wat,Taito Ku,35.69772,139.78447,Entire home/apt,14957,1,17,2019-02-20,0.5,2,81
15012423,05 Shinjuku-Tokyo.Modern J-styled room with fishes,84704621,Masa,Shinjuku Ku,35.68808,139.69543,Entire home/apt,8931,3,131,2019-06-22,3.99,2,147
15029494,Near Yokota Air base one room type 4th fl  R406,45557046,Shukichi,Fussa Shi,35.74522,139.33437,Entire home/apt,3228,1,34,2019-05-25,1.02,3,232
15041839,侍CozyGameHouse Ikebukuro3min MAX8ppl,16802682,Masaki,Toshima Ku,35.73366,139.72904,Entire home/apt,10975,1,68,2019-06-05,2.08,3,15
15057952,Brand new and fancy! Ikebukuro sta! 3LDK!65㎡,95117759,Gris,Toshima Ku,35.73682,139.71626,Entire home/apt,20014,2,148,2019-06-19,4.41,2,75
15060256,4mins from the sta / wifi /Shinjyuku area /3 rooms,48803190,Machiko,Shinjuku Ku,35.69823,139.70534,Entire home/apt,27976,1,61,2019-06-06,1.86,4,328
15061749,16min to Ikebukuro w/o Change♪Private Room☆S18-1,75820284,GG House,Nerima Ku,35.74582,139.62471,Private room,1399,30,9,2019-04-01,0.34,48,53
15076196,ASAKUSA SKYTREE 6MIN ATELIER HOUSE 9.17 OPEN 3BR,65716348,Sho,Sumida Ku,35.71589,139.82426,Entire home/apt,17216,1,110,2019-06-17,3.25,1,31
15078783,"IKEBUKURO LUCKY HOTEL ---4 guests,pocket WIFI,",38309930,TOKYOb&B.Co.Jp,Kita Ku,35.74565,139.72278,Entire home/apt,7640,1,105,2019-01-02,3.11,40,86
15087892,7min train Shinjuku 1280sq ft Huge Vacation House,78745434,Jeffrey,Nakano Ku,35.69476,139.67333,Entire home/apt,30021,2,96,2019-06-16,2.95,9,67
15100520,"1 room, great view, strong WiFi, 2 min to station",95614477,Be,Suginami Ku,35.69927,139.65984,Private room,7962,3,64,2019-05-29,2.01,1,206
15116290,"4BR - Shinjuku area, 5mins from station",46122442,Yamato,Shinjuku Ku,35.69462,139.73641,Entire home/apt,30021,1,21,2019-05-26,0.69,3,150
15124771,feel the Japanese culture! 銭湯に泊まろう!#102,38443666,Denjyo-Yu,Kita Ku,35.74321,139.74835,Entire home/apt,4950,2,84,2019-06-22,2.71,3,25
15132105,"302 / 3min to Asakusa st./Kaminari-mon,Sensoji",57699141,Qiu,Taito Ku,35.7077,139.79442,Entire home/apt,12051,1,78,2019-06-21,2.37,23,171
15137584,"C★Furnished, 3min to station, 13min to Ikebukuro★",28263263,Ai,Nerima Ku,35.73696,139.63208,Private room,10760,2,27,2019-06-06,0.87,6,91
15155640,Takanawadaiapt#301☆Shinagawasta.walk10minute,29126625,Keiko,Minato Ku,35.631,139.73214,Private room,6994,1,33,2019-06-10,1.01,11,152
15166161,Sky tree station 5min walk!Free wifi 301,31619756,Satochan,Sumida Ku,35.71117,139.81586,Entire home/apt,7962,2,89,2019-06-27,2.72,8,28
15166946,4 minutes to Shinjuku: New Tokyo Apartment 102,41013044,Aileen,Nakano Ku,35.70072,139.6647,Entire home/apt,10975,2,96,2019-06-22,3.13,11,56
15181741,Kameido sta 3 min / Direct to Akihabara Free wifi,79564261,Takashi,Koto Ku,35.69937,139.82627,Entire home/apt,10007,1,79,2019-06-11,2.39,3,70
15184926,"Asakusa,Sensoji,Ueno,Akihabara/wifi/Max4",96377166,Yuka,Taito Ku,35.72322,139.78494,Entire home/apt,14957,1,89,2019-06-17,2.67,1,177
15188129,Takanawadai apt#302☆Shinagawasta. walk 10minute,29126625,Keiko,Minato Ku,35.63246,139.73166,Private room,10007,1,33,2019-06-07,1.01,11,154
15189244,Takanawadaiapt#303☆ShinagawaSta.walk10minute,29126625,Keiko,Minato Ku,35.63159,139.72985,Private room,10007,1,18,2019-05-22,0.57,11,175
15189366,Takanawadai apt#401☆Shinagawasta. walk 10minute,29126625,Keiko,Minato Ku,35.63109,139.7317,Private room,10007,1,32,2019-06-06,0.99,11,181
15189723,Takanawadai apt#402☆ShinagawaSta. walk10minute,29126625,Keiko,Minato Ku,35.63086,139.73065,Private room,10007,1,32,2019-06-07,1.02,11,158
15189925,Porta Shinagawa#403☆Shinagawa sta.walk 10min,29126625,Keiko,Minato Ku,35.63162,139.73153,Private room,10007,1,40,2019-06-08,1.26,11,154
15195322,Relaxing Studio Apt. 3 min Ride to Shinjuku Sta!,63993993,Ryota,Shinjuku Ku,35.68882,139.71079,Entire home/apt,50035,1,109,2019-06-15,3.34,4,29
15196452,"Shinjuku, Shibuya 15min!! To the station 4 min!",96389666,Zhang,Setagaya Ku,35.67134,139.60526,Private room,4842,1,82,2019-04-21,2.48,2,364
15196934,4 minutes to Shinjuku: New Tokyo Apartment 201,41013044,Aileen,Nakano Ku,35.70067,139.66557,Entire home/apt,9039,2,100,2019-06-26,3.02,11,77
15198766,Newly open 5persons Shinjuku area in central Tokyo,91750373,Shin,Shinjuku Ku,35.70925,139.72895,Private room,12051,5,54,2019-04-15,1.68,2,353
15209544,4 minutes to Shinjuku: New Tokyo Apartment 202,41013044,Aileen,Nakano Ku,35.70024,139.66569,Entire home/apt,9039,2,102,2019-06-22,3.08,11,83
15218638,"️ 山手线田端站小别墅  near Ueno Ikebukuro,Japanese style",96703868,Yuki,Kita Ku,35.73569,139.76112,Entire home/apt,7962,1,86,2019-06-11,2.6,4,113
15225050,204  Free wifi  3min walk from Shinjuku 3cho-me St,50085473,Go,Shinjuku Ku,35.69286,139.70692,Private room,3013,1,132,2019-05-05,3.98,4,90
15225337,Authentic Japanese Room,44886321,Aki,Meguro Ku,35.62365,139.67657,Private room,3981,1,203,2019-06-15,6.13,4,17
15229529,Enjoy Power Spot Takao Hiking & Hot Spring 高尾山と温泉に,32577905,Motoko,Hachioji Shi,35.64142,139.28016,Entire home/apt,12051,1,54,2019-06-16,1.78,1,45
15230074,NewEntire 3BR/Tokyo Haneda Airport 12m/FreeParking,63598456,Spring,Ota Ku,35.55348,139.71504,Entire home/apt,9469,6,98,2019-05-27,2.96,20,131
15241762,001-607 Oshiage/ 4min to Oshiage station!!,49146494,Shino,Sumida Ku,35.7078,139.81749,Entire home/apt,12912,3,94,2019-05-29,2.89,15,191
15258311,301 Near Tokyo Skyree and Asakusa 2BR,27289403,Sora,Sumida Ku,35.7139,139.81379,Entire home/apt,20982,1,92,2019-05-30,2.84,8,304
15258758,401 Walking distance to Tokyo Sky Tree and Asakusa,27289403,Sora,Sumida Ku,35.71278,139.8132,Entire home/apt,20014,1,82,2019-06-01,2.48,8,311
15260166,H26_5min Shinjuku |Shopping Area|MAX8|WiFi,29510791,Masa & Ebi,Shinjuku Ku,35.69591,139.70694,Entire home/apt,15602,1,105,2019-06-17,3.18,1,59
15276332,28泊~おひとり様用の小さなｹﾞｽﾄﾙｰﾑwith room wi-fi,93851602,Seagull,Suginami Ku,35.6817,139.65976,Entire home/apt,3766,28,36,2019-04-17,1.18,6,177
15278411,東京池袋高端民宿,33024865,古 月,Toshima Ku,35.73931,139.70794,Entire home/apt,29806,2,24,2019-04-23,0.79,1,161
15304067,"Seidokan 202/Quiet, entirely private room with freedom of access (own bathroom/toilet)",17694529,Hisao,Arakawa Ku,35.72785,139.78121,Entire home/apt,2475,1,150,2019-06-19,4.62,5,8
15314605,"203离车站1分钟､浅草､晴空塔东京铁塔､银座､筑地､上野､迪斯尼直达机场直达,电梯公寓!周边繁华!",53550586,雯,Edogawa Ku,35.74407,139.88452,Entire home/apt,7962,1,81,2019-06-20,2.65,7,240
15315699,"FLOWER , bedroom 4, bathroom 2, restroom 2,",78391541,鈴蘭,Adachi Ku,35.75036,139.8099,Entire home/apt,18830,2,33,2019-06-12,1.19,9,154
15332487,[OPEN SALE!] Near Ueno/Asakusa/Free Wi-Fi/6pax O4,63012365,Maichin,Taito Ku,35.72092,139.78858,Entire home/apt,11944,2,144,2019-06-07,4.35,4,100
15333915,#1A Nostalgic daily life/3BR/Shinjuku 2stations,55206101,Tomo,Shinjuku Ku,35.71179,139.71011,Entire home/apt,29052,2,153,2019-01-04,4.67,2,57
15344955,Licensed Shibuya 3min/Good Location/Japanese room,82639045,Jenny,Setagaya Ku,35.64835,139.6835,Entire home/apt,9792,3,59,2019-06-09,2.01,1,270
15353416,Great location with a great view of Tokyo Tower,44043654,Hiroko,Minato Ku,35.65633,139.74408,Entire home/apt,6886,28,40,2018-04-29,1.36,1,90
15368190,(Female Only) Guest House DENCHI,98150781,Guest House DENCHI,Taito Ku,35.71459,139.7896,Shared room,3336,1,152,2019-06-13,4.58,6,138
15403283,[Free Parking]15mins to Tokyo Disney Resort by Bus,98584547,Hiro,Edogawa Ku,35.6715,139.87496,Private room,8500,1,96,2019-06-06,3.05,1,156
15411909,Walk 7min to JR Shijuku Sta./ luxurious room/TW52,69901410,Rika,Shinjuku Ku,35.69715,139.70434,Entire home/apt,41964,1,77,2019-06-04,2.35,1,50
15415223,"New Open SaleD--Skytree,ASAKUSA,Ueno,Narita direct",50705816,Qiong,Sumida Ku,35.71155,139.8187,Private room,3981,1,95,2019-05-23,2.93,7,70
15424034,"Shinjuku New Renovated 3LDK House, Pocket Wifi",86899950,Kei,Shinjuku Ku,35.69542,139.70997,Entire home/apt,24963,2,136,2019-06-09,4.17,2,116
15428911,Guest House DENCHI (For 1 person),98150781,Guest House DENCHI,Taito Ku,35.71276,139.79006,Shared room,3336,1,213,2019-06-12,6.53,6,136
15430449,"(A801) Feel at Home, 3 Min Walk from Station",57212118,Axas Stay & Hotels,Ota Ku,35.59701,139.68445,Entire home/apt,17969,2,40,2019-06-10,2.09,28,210
15437240,"Spring is coming! Base of Tokyo trip, 'Pri Room2'",65812461,Fumi,Edogawa Ku,35.70119,139.90581,Private room,1614,2,77,2019-05-31,2.36,2,5
15439680,Akihabara 48SQR room JR&subway 4stations near 6PP★,38216568,Yuu,Chiyoda Ku,35.70414,139.77205,Entire home/apt,14741,30,58,2019-02-16,1.87,3,109
15441282,"Downtown Tokyo.Close to Shinjuku,Shibuya,Harajuku.",87625081,Nobu,Suginami Ku,35.70104,139.63212,Entire home/apt,5488,1,34,2019-05-25,1.27,2,9
15452668,CHECK IN AND CHECK OUT TIME  Check in time is 4:00,99124049,Jongwha,Shinjuku Ku,35.70144,139.70372,Private room,7532,1,82,2019-06-24,2.67,6,136
15453666,LICENSED SHINJUKU HOUSE: Heart of the action!,45257548,Shinji,Shinjuku Ku,35.69838,139.70479,Entire home/apt,33034,2,71,2019-06-20,2.17,1,8
15455519,ASAKUSA-Triplex(2-4F)+terrace with Skytree View,43145433,武志,Taito Ku,35.71836,139.79799,Private room,13988,3,75,2019-06-10,2.42,2,102
15457526,Specious 80sqm Duplex. in Harajuku/Omotesando,65306500,Taiyo Team,Shibuya Ku,35.66673,139.70689,Entire home/apt,44977,3,100,2019-05-26,3.09,3,146
15471238,☆Anna's house 2nd floor☆,30457696,Anna,Machida Shi,35.59454,139.40989,Private room,3228,2,17,2018-10-15,0.53,2,299
15471661,So convenient All in 3minutes!wi-fi,99301461,瑞穂,Itabashi Ku,35.78457,139.67793,Entire home/apt,4519,3,89,2019-06-24,2.78,2,58
